,Titulo,Tipo,Nuevo,Ubicacion,Precio,Precio en,total inmueble (m2),techado (m2),habitaciones,baños,parqueaderos
140,"EXCLUSIVO APARTAMENTO de 74m2 en Proyecto TOSCANA Torres de Hayuelos, Fontibón - Bogotá",apartamento,True,"Hayuelos, Fontibón, Bogotá, Cundinamarca",386,millones,74.0,74.0,3.0,2.0,1.0
141,"ALFAMA, Apartamento de 60 m² en Cedritos - Bogotá",apartamento,True,"Usaquén, Bogotá, Cundinamarca",437,millones,60.0,55.0,2.0,2.0,1.0
142,"¡PRECIO INSUPERABLE! Apartamento de 66 m2 en TOSCANA TORRES DE HAYUELOS, Bogotá ",apartamento,True,"Hayuelos, Fontibón, Bogotá, Cundinamarca",343,millones,66.0,66.0,3.0,2.0,1.0
143,"Hermoso apartamento de 65m² en TORRE GUAYACÁN, Britalia Norte - Bogotá",apartamento,True,"Britalia norte, Suba, Bogotá, Cundinamarca",347,millones,65.0,65.0,2.0,2.0,1.0
144,"En venta exclusivo apartamento de lujo de 56 m2 en Urban Chicó, Bogota",apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",703,millones,56.0,52.0,2.0,1.0,1.0
145,"Apartamento de 68m2 en Proyecto VIVARI SAN NICOLÁS, en el corazón de Rionegro",apartamento,True,"Rionegro, Oriente, Antioquia",384,millones,68.0,61.0,2.0,2.0,1.0
146,"En CHICÓ: Exclusivo apartamento de 54.64 m² en Proyecto Santa Ana, Usaquén - Bogotá",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",730,millones,54.0,54.0,1.0,1.0,
147,Nuevo Proyecto El Vergel: Amplio y Encantador apartamento de 89 m2 en Envigado,apartamento,True,"Envigado, Valle de Aburrá, Antioquia",667,millones,89.0,89.0,1.0,2.0,1.0
148,"Apartamento funcional de 30 m² en ""VIEW 63"" en Chapinero Alto",apartamento,True,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",227,millones,30.0,27.0,1.0,1.0,
149,EXCLUSIVO CONJUNTO RESIDENCIAL “GRAN RESERVA DE SYRAH”: Elegante apartamento con balcón en Salitre,apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",1325,millones,132.0,118.0,3.0,3.0,1.0
150,"Amplios espacios, exclusivo apartamento de 58 m² en Proyecto Santa Ana, Chicó - Usaquén.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",708,millones,58.0,58.0,1.0,1.0,
151,"Diseño Moderno y Funcional: Apartamento en ""VIEW 63"", Chapinero Alto - Bogotá",apartamento,True,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",529,millones,61.0,57.0,2.0,2.0,
152,"Nuevo apartamento de 77m² en Torres de Michúa, centro de Chía - Cundinamarca",apartamento,True,"Chía, Sabana Centro, Cundinamarca",483,millones,77.0,77.0,2.0,2.0,1.0
153,"Hermosa Casa campestre, super amplia en Proyecto ""MACARENA” en Cota",apartamento,True,"Cota, Sabana Centro, Cundinamarca",1090,millones,165.0,165.0,3.0,4.0,4.0
154,"APARTAMENTOS NUEVOS EN LA CALERA, PROYECTO ""VERDEMONTE""",apartamento,True,"La Calera, La Calera, Cundinamarca",413,millones,87.0,80.0,3.0,2.0,2.0
155,"Acogedor Apartamento en ITAGÜÍ, Proyecto Ciudadela del Parque - Antioquia",apartamento,True,"Itagüí, Valle de Aburrá, Antioquia",314,millones,71.0,67.0,3.0,2.0,1.0
156,"""VERDEMONTE"": AMPLIOS APARTAMENTOS EN LA CALERA",apartamento,True,"La Calera, La Calera, Cundinamarca",507,millones,102.0,95.0,3.0,2.0,2.0
157,"NUEVO CONJUNTO RESIDENCIAL ""LUAR"": Espectacular apartamento de 137m2 en La Colina, Bogotá",apartamento,True,"La Colina, Suba, Bogotá, Cundinamarca",1073,millones,137.0,125.0,3.0,4.0,2.0
158,"Magnífico apartamento en Proyecto Terrazas del Rio, 76m2 en Envigado - Antioquia",apartamento,True,"Envigado, Valle de Aburrá, Antioquia",532,millones,76.0,69.0,3.0,2.0,1.0
159,"Encantador apartamento en el centro de Chía, TORRES DE MICHUA",apartamento,True,"Chía, Sabana Centro, Cundinamarca",196,millones,38.0,38.0,1.0,2.0,1.0
160,"Espectacular proyecto de apartamentos “PICABIA” en La Colina, Bogotá",apartamento,True,"La Colina, Suba, Bogotá, Cundinamarca",395,millones,52.0,46.0,1.0,2.0,1.0
161,"Elegante y amplio apartamento 88m2 en Proyecto Terrazas del Río, Envigado - Antioquia",apartamento,True,"Envigado, Valle de Aburrá, Antioquia",610,millones,88.0,81.0,3.0,2.0,1.0
162,"Moderno Apartamento de 98 m2 en Proyecto ""LUAR"", La Colina - Bogotá",apartamento,True,"La Colina, Suba, Bogotá, Cundinamarca",715,millones,98.0,89.0,3.0,3.0,2.0
163,"Exclusivo Proyecto ""Republik"", elegante Apartamento en Santa Mónica - Cali",apartamento,True,"Cali, Occidente, Valle del Cauca",1612,millones,202.0,188.0,3.0,5.0,3.0
164,"Funcional y excelente apartamento, 2 habitaciones en FERRARA APARTAMENTOS - Suba",apartamento,True,"Suba, Bogotá, Cundinamarca",164,millones,36.0,31.0,2.0,1.0,
165,"En Chicó, Apartamento de lujo de 26 m2,  Proyecto URBAN CHICÓ - Bogotá",apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",330,millones,26.0,23.0,1.0,1.0,1.0
166,"Nuevo Proyecto VITALY, Exclusivo apartamento de 51m2 en Medellin",apartamento,True,"Medellín, Valle de Aburrá, Antioquia",514,millones,51.0,47.0,1.0,2.0,
167,"Apartamento en ELEGANTE edificio SANTA ANA, amplio de 108 m² en CHICÓ - USAQUÉN.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",1715,millones,108.0,108.0,1.0,1.0,
168,"Vive rodeado de Naturaleza, Apartamento en Proyecto “ENTRE BOSQUES”, La Calera.",apartamento,True,"La Calera, La Calera, Cundinamarca",160,millones,50.0,44.0,3.0,2.0,
169,"""Montenovo"": Elegante apartamento con hermosa vista exterior, La Calera",apartamento,True,"La Calera, La Calera, Cundinamarca",359,millones,79.0,66.0,2.0,2.0,
170,"Nuevo Apartamento de 66 m², Proyecto Los Girasoles en Cajicá, Bogotá",apartamento,True,"Cajicá, Sabana Centro, Cundinamarca",289,millones,66.0,66.0,2.0,2.0,1.0
171,"NUEVO PROYECTO DE APARTAMENTOS “CARRÁ” EN COLINA CAMPESTRE, BOGOTÁ",apartamento,True,"Colina Campestre, Suba, Bogotá, Cundinamarca",1101,millones,141.0,127.0,3.0,4.0,3.0
172,"Proyecto de Vivienda ""Avenida Park"", amplio apartamento de 102 m² en Medellín",apartamento,True,"Castropol, Medellín, Valle de Aburrá, Antioquia",758,millones,102.0,95.0,3.0,4.0,2.0
173,"Vista panorámica privilegiada, apartamento amplio de 167m² y finos acabados en PROYECTO ALUNA, Chicó - Bogotá",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",2488,millones,167.0,149.0,3.0,3.0,2.0
174,Lujoso y amplio apartamento en proyecto “MORPH” en Medellín,apartamento,True,"Medellín, Valle de Aburrá, Antioquia",1395,millones,145.0,120.0,3.0,3.0,2.0
175,"Gran apartamento de 120m2 con balcón en ""GRAN RESERVA DE MALLORCA”, Salitre ",apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",1066,millones,120.0,110.0,3.0,2.0,1.0
176,AMPLIO Apartamento de 74 m² en Proyecto LOS GIRASOLES en Cajicá,apartamento,True,"Cajicá, Sabana Centro, Cundinamarca",317,millones,74.0,74.0,3.0,2.0,1.0
177,"EN CALI: Apartamento en Moderno Proyecto ""Republik Santa Mónica""",apartamento,True,"Cali, Occidente, Valle del Cauca",909,millones,109.0,99.0,2.0,3.0,2.0
178,"OPORTUNIDAD ÚNICA: Apartamento Campestre en Hacienda EL RECREO, Tenjo",apartamento,True,"Tenjo, Sabana Centro, Cundinamarca",295,millones,69.0,61.0,3.0,2.0,1.0
179,"EXCLUSIVO APARTAMENTO de 53.07 m² en Proyecto Santa Ana, para mayores de 50 años, Usaquén - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",704,millones,53.0,53.0,1.0,1.0,
180,"Exclusivo Apartamento de 39 m2 en Envigado, Proyecto El Vergel",apartamento,True,"Envigado, Valle de Aburrá, Antioquia",352,millones,39.0,39.0,1.0,1.0,1.0
181,"Cerca a Centro Financiero, Exclusivo Apartamento de 54.81 m², en Proyecto Santa Ana, Usaquén - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",742,millones,54.0,54.0,1.0,1.0,
182,"VIVARI SAN NICOLÁS en Rionegro: Hermoso Apartamento de 55m2, Antioquia",apartamento,True,"Rionegro, Oriente, Antioquia",319,millones,55.0,52.0,1.0,2.0,1.0
183,"Proyecto en Lanzamiento: ALTOS DE SANTANA, Apartamento de 64m2 en Rionegro",apartamento,True,"Ojo de Agua , Rionegro, Oriente, Antioquia",325,millones,64.0,59.0,3.0,2.0,1.0
184,"Avenida Park, apartamento de 104 m² en Sector Castropol - Medellín",apartamento,True,"Castropol, Medellín, Valle de Aburrá, Antioquia",735,millones,104.0,96.0,3.0,3.0,1.0
185,Neiva: Elegante Apartamento en hermoso condominio “Torres del Oasis”,apartamento,True,"Neiva, Subnorte, Huila",225,millones,85.0,85.0,3.0,2.0,
186,"En Lanzamiento: Proyecto Terrazas del Rio en Envigado, amplio apartamento de 87m2",apartamento,True,"Envigado, Valle de Aburrá, Antioquia",607,millones,87.0,81.0,3.0,2.0,1.0
187,Exclusiva ubicación en Chicó: Amplio Apartamento esquinero en Casa Chicó,apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",2250,millones,204.0,204.0,3.0,4.0,4.0
188,Ubicación Perfecta: Apartamento de 49m2 en Proyecto Vitaly - Medellin,apartamento,True,"Medellín, Valle de Aburrá, Antioquia",493,millones,49.0,44.0,1.0,2.0,
189,"Exclusivo Proyecto La Torre Suites, Apartamento de 106m² en  Medellín",apartamento,True,"Medellín, Valle de Aburrá, Antioquia",905,millones,106.0,106.0,1.0,2.0,
190,"“Montenovo”: Apartamento de 89 m2 con balcones en los lados, La Calera",apartamento,True,"La Calera, La Calera, Cundinamarca",435,millones,89.0,78.0,3.0,2.0,
191,"Cómodo y moderno apartamento en Torres de Michúa, excelente ubicación en Chía",apartamento,True,"Chía, Sabana Centro, Cundinamarca",376,millones,85.0,85.0,3.0,2.0,1.0
192,"NUEVO CONJUNTO RESIDENCIAL ""GRAN RESERVA DE MALLORCA”: Amplio apartamento con balcón en Salitre",apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",766,millones,86.0,78.0,3.0,2.0,1.0
193,"Hermoso y exclusivo Apartamento de 109 m2 en Proyecto Domus, San Patricio - Usaquén",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",1206,millones,109.0,109.0,2.0,3.0,1.0
194,"Vive superior en exclusivo apartamento, Edificio SOLHÉ en Rosales - Bogotá",apartamento,True,"Los Rosales, Chapinero, Bogotá, Cundinamarca",3587,millones,267.0,267.0,3.0,3.0,3.0
195,Ciudadela del Parque: Amplio apartamento de 80m² en Itagüí - Antioquia,apartamento,True,"Itagüí, Valle de Aburrá, Antioquia",362,millones,80.0,76.0,3.0,2.0,1.0
196,"Moderno y exclusivo apartamento de 56.79 m² en NUEVO PROYECTO SANTA ANA, Chicó - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",772,millones,56.0,56.0,1.0,1.0,
197,"Apartaestudio en el Centro de Bogotá, Proyecto TREND APARTAMENTOS - Las nieves",apartamento,True,"Las Nieves, Santa Fe, Bogotá, Cundinamarca",190,millones,24.0,20.0,1.0,1.0,
198,"Espectacular Parque Residencial y comercial ""MEDIEVAL"", amplio apartamento de 83m2 en Rio Negro",apartamento,True,"San Antonio de Pereira, Rionegro, Oriente, Antioquia",503,millones,83.0,65.0,3.0,2.0,
199,"Ubicación de Primera: Encantador apartamento en Proyecto ""LA PR1MERA"", La Candelaria",apartamento,True,"La Candelaria, Bogotá, Cundinamarca",581,millones,65.0,65.0,1.0,2.0,1.0
200,"Exclusividad rodeada de Naturaleza, Casa de 235m2 en IGUAQUE. Cota - Cundinamarca",apartamento,True,"Cota, Sabana Centro, Cundinamarca",1500,millones,235.0,235.0,3.0,4.0,4.0
201,"PRE VENTA, Exclusivo Proyecto ALUNA, apartamento de 69 m², Chicó",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",1106,millones,69.0,56.0,1.0,2.0,1.0
202,"¡ÚLTIMOS APARTAMENTOS EN VENTA EN ""TOSCANA 70""! - CALI",apartamento,True,"Sameco, Cali, Occidente, Valle del Cauca",209,millones,67.0,67.0,2.0,2.0,1.0
203,PROYECTO FERRARA: Funcional apartamento de 35m2 en Suba,apartamento,True,"Suba, Bogotá, Cundinamarca",164,millones,35.0,31.0,2.0,1.0,
204,"Hermoso Apartamento EN VENTA en exclusivo Proyecto ALUNA, de 64 m², Chicó - Bogotá",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",962,millones,64.0,57.0,1.0,2.0,1.0
205,"Apartamento de 77 m2 en zona residencial de La Calera, “Montenovo”",apartamento,True,"La Calera, La Calera, Cundinamarca",376,millones,77.0,66.0,2.0,2.0,
206,"En el Corazón de Salitre, Apartamento Dúplex en ""GRAN RESERVA DE OPORTO""",apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",456,millones,47.0,42.0,1.0,1.0,1.0
207,ZONA EXCLUSIVA DE CHICÓ NORTE: Apartamento en Proyecto Casa Chicó,apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",1010,millones,95.0,95.0,2.0,3.0,2.0
208,"Nuevo Proyecto ""LA PR1MERA"", apartamento en La Candelaria - Bogotá",apartamento,True,"La Candelaria, Bogotá, Cundinamarca",653,millones,70.0,70.0,1.0,2.0,1.0
209,"Acogedor Apartamento con 3 alcobas en “VERDEMONTE”, La Calera",apartamento,True,"La Calera, La Calera, Cundinamarca",374,millones,78.0,71.0,3.0,2.0,1.0
210,"Apartamento Campestre de 63m2 en Hacienda EL RECREO, Tenjo - Bogotá",apartamento,True,"Tenjo, Sabana Centro, Cundinamarca",259,millones,63.0,55.0,3.0,2.0,1.0
211,"Apartaestudios en exclusiva zona céntrica de Bogotá, Proyecto “GO LIFE AND WORK”",apartamento,True,"Santa Fe, Bogotá, Cundinamarca",386,millones,38.0,35.0,1.0,1.0,
212,"Ubicación privilegiada, cómodo apartastudio 25m2, Proyecto NEXT LIVING en Chapinero, Bogotá",apartamento,True,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",227,millones,25.0,29.0,1.0,1.0,
213,"Apartaestudio con terraza y la mejor ubicación en Bogotá, proyecto “GO LIFE AND WORK”",apartamento,True,"Santa Fe, Bogotá, Cundinamarca",271,millones,27.0,24.0,1.0,1.0,
214,"Next Living, funcional apartastudio de 25m² en Chapinero, Bogotá",apartamento,True,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",238,millones,25.0,20.0,1.0,1.0,
215,"EXCLUSIVO PROYECTO ALUNA, amplios apartamentos de 84 m² en Chicó, Bogotá",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",1365,millones,84.0,75.0,1.0,2.0,1.0
216,"Exclusivo proyecto Domus, apartaestudio de 36 m2 en San Patricio - Usaquén",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",400,millones,36.0,36.0,1.0,1.0,1.0
217,EN LA CALERA: Hermosa Casa de 3 niveles en Conjunto Cerrado “REVERDECER”,apartamento,True,"La Calera, La Calera, Cundinamarca",750,millones,137.0,120.0,3.0,3.0,1.0
218,"Proyecto multifamiliar VIVARI SAN NICOLÁS en Rionegro, Amplio Apartamento de 91m2",apartamento,True,"Rionegro, Oriente, Antioquia",516,millones,91.0,84.0,3.0,3.0,1.0
219,"Exclusivo proyecto Domus, Amplio Apartaestudio 44 m2 en San Patricio - Usaquén.",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",472,millones,44.0,44.0,1.0,1.0,1.0
220,"Amplio apartamento con balcón en zona exclusiva Salitre, Proyecto ""GRAN RESERVA DE OPORTO"" ",apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",632,millones,80.0,72.0,2.0,2.0,1.0
221,"Nuevo Proyecto FRONTIER, apartamento Duplex en el centro internacional de Bogotá",apartamento,True,"San Martín , Santa Fe, Bogotá, Cundinamarca",612,millones,80.0,80.0,1.0,2.0,1.0
222,"Exclusivo apartamento en Proyecto Santa Ana de 60 m², para mayores de 50 años - Usaquén - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",816,millones,60.0,60.0,1.0,1.0,
223,"Exclusivo proyecto Domus, Amplio Apartamento de 87 m2 en San Patricio - Usaquén",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",885,millones,87.0,87.0,2.0,2.0,2.0
224,GO LIFE AND WORK: Exclusivos apartaestudios en Preventa en el centro de Bogotá,apartamento,True,"Santa Fe, Bogotá, Cundinamarca",310,millones,31.0,28.0,1.0,1.0,
225,"URBAN CHICÓ Apartamento de lujo de 26 m2, Chicó - Bogota",apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",307,millones,26.0,24.0,1.0,1.0,1.0
226,"Amplio apartamento en Proyecto multifamiliar “GRAN RESERVA DE SYRAH”, Salitre",apartamento,True,"Salitre, Fontibón, Bogotá, Cundinamarca",1327,millones,133.0,118.0,3.0,3.0,1.0
227,"Magnifica oportunidad: Espectacular Apartamento de 89 m2 en San Patricio - Usaquén, Exclusivo proyecto Domus",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",920,millones,89.0,89.0,2.0,2.0,1.0
228,Rodeado de NATURALEZA: Apartamento en PROYECTO SIERRA GRANDE II en El Retiro,apartamento,True,"Fizebad, Retiro, Oriente, Antioquia",941,millones,129.0,118.0,2.0,3.0,2.0
229,"Proyecto Domus, En Venta exclusivo apartamento, amplio  de 117 m2 en San Patricio - Usaquén",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",1375,millones,117.0,117.0,3.0,3.0,1.0
230,"Apartamento con la mejor vista a la ciudad y a la Naturaleza en ""REPUBLIK"", Cali",apartamento,True,"Cali, Occidente, Valle del Cauca",1434,millones,181.0,168.0,3.0,4.0,3.0
231,Apartamento en TORRES DE MICHUA en pleno centro de Chía - Cundinamarca,apartamento,True,"Chía, Sabana Centro, Cundinamarca",200,millones,39.0,39.0,1.0,2.0,1.0
232,EN BOGOTÁ: Apartaestudios con terraza en Proyecto “GO LIFE & WORK”,apartamento,True,"Santa Fe, Bogotá, Cundinamarca",285,millones,27.0,24.0,1.0,1.0,
233,"Exclusivo apartamento (67.29 m²) en Proyecto Santa Ana, para mayores de 50 años - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",898,millones,67.0,67.0,1.0,1.0,
234,"Nuevo Proyecto de vivienda ""LUAR"", apartamento de 71m2 en La Colina, Bogotá",apartamento,True,"La Colina, Suba, Bogotá, Cundinamarca",547,millones,71.0,61.0,2.0,2.0,1.0
235,"""GREGAL"", Apartamentos con excelente ubicación en Montevideo - Bogotá",apartamento,True,"Montevideo, Teusaquillo, Bogotá, Cundinamarca",701,millones,97.0,86.0,3.0,2.0,2.0
236,"Apartamento de Ensueño en Nuevo Proyecto Parque Residencial y comercial ""MEDIEVAL"" en Rio Negro",apartamento,True,"San Antonio de Pereira, Rionegro, Oriente, Antioquia",459,millones,73.0,66.0,3.0,2.0,
237,"Super Amplio! Apartamento de 117 m2 en Exclusivo proyecto DOMUS, San Patricio - Usaquén",apartamento,True,"San Patricio, Usaquén, Bogotá, Cundinamarca",1407,millones,117.0,117.0,3.0,3.0,2.0
238,"Espectacular apartamento, amplio de 108 en exclusivo PROYECTO SANTA ANA, para mayores de 50 años Usaquén - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",1294,millones,108.0,108.0,1.0,1.0,
239,Proyecto “GO LIFE & WORK”: Apartaestudios en el corazón de Bogotá,apartamento,True,"Santa Fe, Bogotá, Cundinamarca",263,millones,30.0,28.0,1.0,1.0,
240,"Lindo apartamento de 56m² en Proyecto Torres de Michúa, Chía - Cundinamarca",apartamento,True,"Chía, Sabana Centro, Cundinamarca",256,millones,56.0,56.0,2.0,2.0,1.0
241,"Oportunidad de Inversión: Proyecto ""VIVARI SAN NICOLÁS"",  Apartamento de 79m2 en Rionegro",apartamento,True,"Rionegro, Oriente, Antioquia",439,millones,79.0,73.0,2.0,3.0,1.0
242,"Excelente oportunidad, amplio apartamento en Proyecto FRONTIER, centro internacional de Bogotá",apartamento,True,"San Martín , Santa Fe, Bogotá, Cundinamarca",736,millones,97.0,85.0,2.0,3.0,1.0
243,"PROYECTO TREND APARTAMENTOS, Apartaestudio de 24m2 en el Centro de Bogotá - Las nieves",apartamento,True,"Las Nieves, Santa Fe, Bogotá, Cundinamarca",190,millones,24.0,21.0,1.0,1.0,
244,"Siente el Privilegio de tenerlo todo en SOLHÉ, Exclusivo Penthouse en Bogotá",apartamento,True,"Los Rosales, Chapinero, Bogotá, Cundinamarca",8385,millones,490.0,381.0,3.0,3.0,4.0
245,"Amplio apartamento (60m²) en Exclusivo Proyecto SANTA ANA, Chicó - Bogotá.",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",828,millones,60.0,60.0,1.0,1.0,
246,Exclusivo Proyecto FLEXT LIVING: Apartamento de 54 m² en Sabaneta - Antioquia,apartamento,True,"Pan De Azúcar, Sabaneta, Valle de Aburrá, Antioquia",269,millones,54.0,54.0,1.0,2.0,1.0
247,"Siente la naturaleza y el verdadero lujo en REPUBLIK, Apartamento en Santa Mónica - Cali",apartamento,True,"Cali, Occidente, Valle del Cauca",1523,millones,178.0,165.0,3.0,4.0,3.0
248,BOSA: Apartamento 3 alcobas en “LA UNIÓN I DE LA MARLENE”,apartamento,True,"Bosa, Bogotá, Cundinamarca",155,millones,48.0,43.0,3.0,2.0,
249,"Exclusiva VISTA PANORÁMICA, lujoso apartamento de 173m², finos acabados en PROYECTO ALUNA en Chicó",apartamento,True,"El Chicó, Chapinero, Bogotá, Cundinamarca",2683,millones,173.0,150.0,3.0,4.0,2.0
250,"Apartaestudios en Preventa en Proyecto “Go Life And Work”, Bogotá",apartamento,True,"Santa Fe, Bogotá, Cundinamarca",300,millones,35.0,31.0,1.0,1.0,
251,"Apartamento de 206.06 m² en Elegante Proyecto ""Republik"" en Santa Mónica",apartamento,True,"Cali, Occidente, Valle del Cauca",1593,millones,206.0,191.0,3.0,5.0,3.0
252,"Proyecto de Apartamentos TERRAZAS DEL RIO, Amplio apartamento de 78m2 en Envigado",apartamento,True,"Envigado, Valle de Aburrá, Antioquia",556,millones,78.0,70.0,3.0,2.0,1.0
253,"UBICACIÓN PERFECTA: Apartamentos desde 26m2, Urban Chicó - Bogotá",apartamento,True,"Chicó Norte, Chapinero, Bogotá, Cundinamarca",299,millones,26.0,23.0,1.0,1.0,1.0
254,"Next Living,  apartastudio (29,28m2) en el corazón de Chapinero - Bogotá",apartamento,True,"Chapinero Alto, Chapinero, Bogotá, Cundinamarca",259,millones,29.0,24.0,1.0,1.0,
